15:29:22.237088,167,6
15:29:23.247271,168,6
15:29:24.245978,169,6
15:29:25.236744,170,6
15:29:26.250580,171,6
15:29:27.234843,172,6
15:29:28.240311,173,6
15:29:29.242908,174,6
15:29:30.242701,175,6
15:29:31.245433,176,6
15:29:32.244618,177,6
15:29:33.240842,178,6
15:29:34.238586,179,6
15:29:35.243405,180,6
15:29:36.236636,181,6
15:29:37.238448,182,6
15:29:38.243282,183,6
15:29:39.238887,184,6
15:29:40.240911,185,6
15:29:41.247129,186,6
15:29:42.234953,187,6
15:29:43.241459,188,6
15:29:44.277412,189,6
15:29:45.240737,190,6
15:29:46.235789,191,6
15:29:47.241940,192,6
15:30:01.244599,193,6
15:30:01.414197,194,6
15:30:27.948853,1,0
15:30:27.987390,2,0
15:30:27.992386,3,0
15:30:28.311846,4,0
15:30:28.501132,5,0
15:30:28.679636,6,0
15:30:28.842417,7,0
15:30:28.997378,8,0
15:30:29.482394,9,0
15:30:29.986679,10,0
15:30:30.238213,11,0
15:30:30.493377,12,0
15:30:30.983867,13,0
15:30:31.238967,14,0
15:30:31.479584,15,0
15:30:31.992509,16,0
15:30:32.242157,17,0
15:30:32.479795,18,0
15:30:32.986075,19,0
15:30:33.248765,20,0
15:30:33.477928,21,0
15:30:33.982291,22,0
15:30:34.253053,23,0
15:30:34.480206,24,0
15:30:34.989425,25,0
15:30:35.245162,26,0
15:30:35.484295,27,0
15:30:35.991330,28,0
15:30:36.240044,29,0
15:30:36.483215,30,0
15:30:36.982536,31,0
15:30:37.243436,32,0
15:30:37.486526,33,0
15:30:37.977487,34,0
15:30:38.245560,35,0
15:30:38.482176,36,0
15:30:38.991762,37,0
15:30:39.239023,38,0
15:30:39.488341,39,0
15:30:39.990804,40,0
15:30:40.236156,41,0
15:30:40.483099,42,0
15:30:40.983312,43,0
15:30:41.259545,44,0
15:30:41.483627,45,0
15:30:41.985947,46,0
15:30:42.256493,47,0
15:30:42.480540,48,0
15:30:42.990629,49,0
15:30:43.238587,50,0
15:30:43.502560,51,0
15:30:43.998316,52,0
15:30:44.248564,53,0
15:30:44.479726,54,0
